id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,gap,launched_parsed,deadline_parsed
1359,Liar in Chief Political Satire Card Game,Playing Cards,Games,USD,2017-05-28,500.0,2017-04-28 02:10:48,570.0,successful,8,US,155.0,570.0,500.0,345.0,2017-04-28 02:10:48,2017-05-28 00:00:00
1360,Swaddle Blankets For Babies And Toddlers,Childrenswear,Fashion,USD,2016-11-27,7000.0,2016-10-28 17:34:13,120.0,failed,2,US,0.0,120.0,7000.0,7000.0,2016-10-28 17:34:13,2016-11-27 00:00:00
1361,Just A Beer...an unforgettably powerful short film,Shorts,Film & Video,CAD,2014-04-20,12500.0,2014-03-21 03:50:33,2337.0,failed,28,CA,2102.72,2121.07,11345.07,10397.28,2014-03-21 03:50:33,2014-04-20 00:00:00
1362,Wolfsong (Canceled),Video Games,Games,USD,2015-08-14,20000.0,2015-07-15 01:55:29,862.0,canceled,55,US,862.0,862.0,20000.0,19138.0,2015-07-15 01:55:29,2015-08-14 00:00:00
1363,New Film THE SKY HAS FALLEN All Practical FX Horror Movie,Film & Video,Film & Video,USD,2017-11-02,100.0,2017-09-03 22:22:05,277.0,successful,10,US,105.0,277.0,100.0,-5.0,2017-09-03 22:22:05,2017-11-02 00:00:00
1364,AdventureQuest 3D,Video Games,Games,USD,2016-01-01,200000.0,2015-11-20 15:53:02,368503.27,successful,4956,US,368503.27,368503.27,200000.0,-168503.27000000002,2015-11-20 15:53:02,2016-01-01 00:00:00
1365,Odessa - NYU Thesis Film,Shorts,Film & Video,USD,2010-12-01,2000.0,2010-10-21 15:48:19,2123.0,successful,49,US,2123.0,2123.0,2000.0,-123.0,2010-10-21 15:48:19,2010-12-01 00:00:00
1366,BADDY - Open Source Badminton Robot!,Robots,Technology,EUR,2017-08-22,50000.0,2017-07-23 10:53:12,8313.0,failed,27,FR,4135.42,9816.03,59040.24,45864.58,2017-07-23 10:53:12,2017-08-22 00:00:00
1367,Product of Environment Short Crime Drama,Shorts,Film & Video,GBP,2014-03-10,500.0,2014-02-19 12:18:48,520.0,successful,9,GB,869.99,862.93,829.74,-369.99,2014-02-19 12:18:48,2014-03-10 00:00:00
1368,Help Me Print My Photography Exhibition!,Conceptual Art,Art,USD,2012-01-08,800.0,2011-12-09 00:29:03,1009.0,successful,26,US,1009.0,1009.0,800.0,-209.0,2011-12-09 00:29:03,2012-01-08 00:00:00
1369,Retro Space Shooter,Video Games,Games,USD,2014-01-11,2000.0,2013-12-12 04:40:19,0.0,failed,0,US,0.0,0.0,2000.0,2000.0,2013-12-12 04:40:19,2014-01-11 00:00:00
1370,The Ethiopia Project (Suspended),Photography,Photography,USD,2011-09-05,6000.0,2011-08-24 01:03:22,0.0,suspended,0,US,0.0,0.0,6000.0,6000.0,2011-08-24 01:03:22,2011-09-05 00:00:00
1371,The Organic Light Project: Clean Lights That Use Biology,Technology,Technology,USD,2017-09-27,7000.0,2017-08-08 01:24:13,675.84,failed,26,US,0.0,675.84,7000.0,7000.0,2017-08-08 01:24:13,2017-09-27 00:00:00
1372,CREATIVE DISTURBANCE,Radio & Podcasts,Publishing,USD,2014-12-08,20000.0,2014-11-07 21:11:29,21511.0,successful,133,US,21511.0,21511.0,20000.0,-1511.0,2014-11-07 21:11:29,2014-12-08 00:00:00
1373,POINT OF VIEW,Shorts,Film & Video,EUR,2017-04-15,2000.0,2017-03-16 11:55:48,2064.0,successful,26,IT,77.49,2208.08,2139.61,1922.51,2017-03-16 11:55:48,2017-04-15 00:00:00
1374,PLACES! Telling the story of every building in the world.,Architecture,Design,USD,2016-05-01,100000.0,2016-03-02 23:57:07,1010.0,canceled,16,US,1010.0,1010.0,100000.0,98990.0,2016-03-02 23:57:07,2016-05-01 00:00:00
1375,Block Island's Empire Theatre: Go Digital or Go Dark,Theater,Theater,USD,2013-09-04,55000.0,2013-07-06 15:08:59,60178.0,successful,283,US,60178.0,60178.0,55000.0,-5178.0,2013-07-06 15:08:59,2013-09-04 00:00:00
1376,Original Viking Mead.,Drinks,Food,EUR,2017-12-22,12000.0,2017-11-22 22:53:58,430.0,failed,3,ES,504.76,509.68,14223.57,11495.24,2017-11-22 22:53:58,2017-12-22 00:00:00
1377,iVote,Shorts,Film & Video,USD,2012-07-26,5000.0,2012-07-08 01:08:00,5190.0,successful,108,US,5190.0,5190.0,5000.0,-190.0,2012-07-08 01:08:00,2012-07-26 00:00:00
1378,survivalist handbook: the guide to surviving the apocalypse.,Nonfiction,Publishing,USD,2015-02-07,200.0,2015-01-08 22:36:01,1.0,failed,1,US,1.0,1.0,200.0,199.0,2015-01-08 22:36:01,2015-02-07 00:00:00
1379,It Takes Money to Make Money,Hip-Hop,Music,USD,2016-05-28,6000.0,2016-04-28 23:27:40,0.0,failed,0,US,0.0,0.0,6000.0,6000.0,2016-04-28 23:27:40,2016-05-28 00:00:00
1380,Disturbing the Verse - Zero Gravity 2D Fighter,Video Games,Games,USD,2017-05-13,50000.0,2017-04-10 17:51:52,2348.0,canceled,14,US,0.0,2348.0,50000.0,50000.0,2017-04-10 17:51:52,2017-05-13 00:00:00
1381,World's 1st Garden Dedicated To Who? To YOU!,Art,Art,CAD,2014-08-28,500.0,2014-07-14 19:56:27,0.0,failed,0,CA,0.0,0.0,460.66,500.0,2014-07-14 19:56:27,2014-08-28 00:00:00
1382,Help Frenchy Open His Caribbean Hot Dog Business!,Food,Food,USD,2015-04-13,50000.0,2015-03-05 22:00:31,163.0,failed,7,US,163.0,163.0,50000.0,49837.0,2015-03-05 22:00:31,2015-04-13 00:00:00
1383,Box 'N Balls,Tabletop Games,Games,USD,2015-05-16,55000.0,2015-03-16 23:29:30,4177.0,failed,95,US,4177.0,4177.0,55000.0,50823.0,2015-03-16 23:29:30,2015-05-16 00:00:00
1384,Fightdisease.org Apparel,Apparel,Fashion,USD,2015-04-13,30000.0,2015-02-14 02:18:16,0.0,failed,0,US,0.0,0.0,30000.0,30000.0,2015-02-14 02:18:16,2015-04-13 00:00:00
1385,High Speed Rail Board Game,Tabletop Games,Games,USD,2014-10-09,2200.0,2014-09-07 06:41:22,4542.21,successful,83,US,4542.21,4542.21,2200.0,-2342.21,2014-09-07 06:41:22,2014-10-09 00:00:00
1386,In The Jungle - Documentary (Canceled),Documentary,Film & Video,GBP,2016-03-06,2000.0,2016-02-10 17:48:18,70.0,canceled,7,GB,100.99,100.05,2858.45,1899.01,2016-02-10 17:48:18,2016-03-06 00:00:00
1387,Golden Days: A collection of Southern stories and poems,Fiction,Publishing,USD,2013-08-09,6000.0,2013-07-09 05:34:36,822.0,failed,14,US,822.0,822.0,6000.0,5178.0,2013-07-09 05:34:36,2013-08-09 00:00:00
1388,Electron Theater  for Teaching 5th Grade Science Phase 1,Technology,Technology,USD,2014-03-19,1000.0,2014-02-12 05:51:24,167.0,failed,8,US,167.0,167.0,1000.0,833.0,2014-02-12 05:51:24,2014-03-19 00:00:00
1389,The Right to Climb: Revolutionizing Support for Down Syndrome in the 3rd World (Suspended),Art,Art,USD,2010-09-10,4500.0,2010-08-11 02:22:53,0.0,suspended,0,US,0.0,0.0,4500.0,4500.0,2010-08-11 02:22:53,2010-09-10 00:00:00
1390,T.L.O.S. Productions Publishing Department,Publishing,Publishing,USD,2017-07-26,15000.0,2017-06-11 18:41:55,50.0,failed,1,US,0.0,50.0,15000.0,15000.0,2017-06-11 18:41:55,2017-07-26 00:00:00
1391,Personal Portable Power Pack (P4) - Battery Jump Starter,Hardware,Technology,USD,2014-11-30,20000.0,2014-10-30 21:02:14,157.0,failed,5,US,157.0,157.0,20000.0,19843.0,2014-10-30 21:02:14,2014-11-30 00:00:00
1392,From Heaven's Garden,Children's Books,Publishing,USD,2014-05-01,2000.0,2014-03-21 20:32:59,26.0,failed,2,US,26.0,26.0,2000.0,1974.0,2014-03-21 20:32:59,2014-05-01 00:00:00
1393,THE ELECTRIC SOUL TOUR & follow up Full Length- LP,Indie Rock,Music,USD,2017-08-01,100000.0,2017-07-02 07:50:08,22.0,failed,1,US,527.0,22.0,100000.0,99473.0,2017-07-02 07:50:08,2017-08-01 00:00:00
1394,SWAT-KATS REVOLUTION,Animation,Film & Video,USD,2015-08-22,50000.0,2015-07-23 10:02:01,141500.04,successful,2014,US,141500.04,141500.04,50000.0,-91500.04000000001,2015-07-23 10:02:01,2015-08-22 00:00:00
1395,Broken..But Not Beaten,Documentary,Film & Video,USD,2011-08-18,1000.0,2011-07-19 06:45:51,0.0,failed,0,US,0.0,0.0,1000.0,1000.0,2011-07-19 06:45:51,2011-08-18 00:00:00
1396,Share I Am Inanna with the world (Canceled),Fiction,Publishing,USD,2011-07-06,3000.0,2011-06-06 18:16:29,55.0,canceled,2,US,55.0,55.0,3000.0,2945.0,2011-06-06 18:16:29,2011-07-06 00:00:00
1397,Better VBA,Software,Technology,NZD,2015-02-12,37500.0,2015-01-13 06:06:28,82.0,failed,6,NZ,64.44,60.95,27872.75,37435.56,2015-01-13 06:06:28,2015-02-12 00:00:00
1398,Death Plays a Mean Harmonica: The Art Object Graphic Novel,Graphic Novels,Comics,USD,2017-11-04,1957.0,2017-10-12 18:32:35,2240.0,successful,49,US,0.0,2240.0,1957.0,1957.0,2017-10-12 18:32:35,2017-11-04 00:00:00
1399,Silhouette Biography Papercutting Project,Crafts,Crafts,GBP,2013-08-15,555.0,2013-07-16 17:37:08,2.0,failed,1,GB,3.02,3.13,867.7,551.98,2013-07-16 17:37:08,2013-08-15 00:00:00
1400,Rope-O'Matic,Product Design,Design,USD,2014-12-16,2000.0,2014-11-17 17:29:46,14709.0,successful,189,US,14709.0,14709.0,2000.0,-12709.0,2014-11-17 17:29:46,2014-12-16 00:00:00
1401,Diner Porn USA: The Book,Nonfiction,Publishing,USD,2014-12-17,6500.0,2014-11-17 18:43:28,7500.0,successful,130,US,7500.0,7500.0,6500.0,-1000.0,2014-11-17 18:43:28,2014-12-17 00:00:00
1402,OBEY,Video Games,Games,USD,2014-11-23,78000.0,2014-10-23 08:12:17,3350.0,failed,131,US,3350.0,3350.0,78000.0,74650.0,2014-10-23 08:12:17,2014-11-23 00:00:00
1403,Sweetlyngs: Cupcake Push Pops - Sugar free - Low carb - Yum,Food,Food,USD,2013-03-27,5250.0,2013-02-25 23:14:36,9610.0,successful,261,US,9610.0,9610.0,5250.0,-4360.0,2013-02-25 23:14:36,2013-03-27 00:00:00
1404,Tat Patch: The tattoo for your jeans!,Fashion,Fashion,USD,2013-07-04,20000.0,2013-06-04 16:25:54,1675.0,failed,24,US,1675.0,1675.0,20000.0,18325.0,2013-06-04 16:25:54,2013-07-04 00:00:00
1405,BAMBOO STRAW - 100% ECOfriendly,Food,Food,EUR,2016-12-24,5000.0,2016-11-24 08:49:05,126.0,failed,10,AT,68.0,132.82,5270.48,4932.0,2016-11-24 08:49:05,2016-12-24 00:00:00
1406,LEGEND OF A HITMAN (Canceled),Action,Film & Video,USD,2015-03-29,250000.0,2015-02-17 20:13:25,0.0,canceled,0,US,0.0,0.0,250000.0,250000.0,2015-02-17 20:13:25,2015-03-29 00:00:00
1407,Demon Dog Mask,Mixed Media,Art,USD,2013-10-10,500.0,2013-09-10 22:17:44,650.0,successful,5,US,650.0,650.0,500.0,-150.0,2013-09-10 22:17:44,2013-10-10 00:00:00
1408,Western Air - Elements of the New American Dream - A four part musical series.,Indie Rock,Music,USD,2010-08-21,10000.0,2010-07-20 00:45:58,0.0,failed,0,US,0.0,0.0,10000.0,10000.0,2010-07-20 00:45:58,2010-08-21 00:00:00
1409,Weight Of The World Off My Shoulders,Music,Music,USD,2016-09-23,10000.0,2016-08-24 15:57:41,11495.0,successful,154,US,0.0,11495.0,10000.0,10000.0,2016-08-24 15:57:41,2016-09-23 00:00:00
1410,"OneTrailer.net: Does-It-All, For Life",Hardware,Technology,USD,2015-10-09,1000.0,2015-09-24 04:40:39,0.0,failed,0,US,0.0,0.0,1000.0,1000.0,2015-09-24 04:40:39,2015-10-09 00:00:00
1411,"DynaPad - the silent, durable glide",Product Design,Design,USD,2016-12-31,10000.0,2016-11-01 09:43:17,7787.0,failed,191,US,1345.0,7787.0,10000.0,8655.0,2016-11-01 09:43:17,2016-12-31 00:00:00
1412,F-art! Ceramic & Glass Studio,Ceramics,Art,USD,2015-06-19,2600.0,2015-04-20 17:15:58,10.0,failed,1,US,10.0,10.0,2600.0,2590.0,2015-04-20 17:15:58,2015-06-19 00:00:00
1413,Painting to Prints The Barn Painting from a tortured mind!,Painting,Art,USD,2014-10-29,1500.0,2014-10-14 17:40:15,1.0,failed,1,US,1.0,1.0,1500.0,1499.0,2014-10-14 17:40:15,2014-10-29 00:00:00
1414,Moravian Synagogues Project,Classical Music,Music,USD,2017-04-01,5000.0,2017-02-28 00:29:00,6658.0,successful,94,US,211.0,6658.0,5000.0,4789.0,2017-02-28 00:29:00,2017-04-01 00:00:00
1415,Drumming Circle of Children,Jazz,Music,USD,2013-02-28,2000.0,2013-01-29 21:40:10,2032.12,successful,21,US,2032.12,2032.12,2000.0,-32.11999999999989,2013-01-29 21:40:10,2013-02-28 00:00:00
1416,Just Go Mobile Travel Guides (Canceled),Apps,Technology,GBP,2014-09-20,7193030.0,2014-08-19 09:54:56,1.0,canceled,1,GB,1.67,1.63,11730698.98,7193028.33,2014-08-19 09:54:56,2014-09-20 00:00:00
1417,Help us Record Our 5 Year Old Song!,Indie Rock,Music,USD,2015-10-01,5000.0,2015-09-03 21:22:08,0.0,failed,0,US,0.0,0.0,5000.0,5000.0,2015-09-03 21:22:08,2015-10-01 00:00:00
1418,Your Own Personalised Varsity Jumper - Made in England,Apparel,Fashion,GBP,2017-04-07,1000.0,2017-03-31 15:39:18,145.0,failed,2,GB,111.98,180.12,1242.22,888.02,2017-03-31 15:39:18,2017-04-07 00:00:00
1419,The Great Forever Name Fairy Quest - Photo Illustrated Book,Children's Books,Publishing,USD,2013-05-06,15000.0,2013-04-02 00:30:50,1750.0,canceled,40,US,1750.0,1750.0,15000.0,13250.0,2013-04-02 00:30:50,2013-05-06 00:00:00
1420,Viper Sport 49,Technology,Technology,USD,2016-03-13,90000.0,2016-01-13 17:37:01,1.0,failed,1,US,1.0,1.0,90000.0,89999.0,2016-01-13 17:37:01,2016-03-13 00:00:00
1421,Truck & Barter Farms,Food,Food,USD,2013-04-05,10000.0,2013-03-06 14:48:42,10491.99,successful,90,US,10491.99,10491.99,10000.0,-491.9899999999998,2013-03-06 14:48:42,2013-04-05 00:00:00
1422,ZOMBIE PHOTOGRAPHY BOOK!!!! Portraits of the Dead,Art Books,Publishing,USD,2012-12-30,5000.0,2012-10-31 00:16:59,325.0,failed,4,US,325.0,325.0,5000.0,4675.0,2012-10-31 00:16:59,2012-12-30 00:00:00
1423,Zombie Bowling Squad,Video Games,Games,USD,2015-06-15,9500.0,2015-05-16 05:20:34,7.0,failed,3,US,7.0,7.0,9500.0,9493.0,2015-05-16 05:20:34,2015-06-15 00:00:00
1424,Grey Matter Series Volume 1 and 2,Fiction,Publishing,USD,2016-07-21,5000.0,2016-07-06 03:31:21,1.0,failed,1,US,0.0,1.0,5000.0,5000.0,2016-07-06 03:31:21,2016-07-21 00:00:00
1425,Come Back Soon,Music,Music,USD,2012-12-18,8000.0,2012-12-03 22:42:11,8170.0,successful,161,US,8170.0,8170.0,8000.0,-170.0,2012-12-03 22:42:11,2012-12-18 00:00:00
1426,U.R.U. TV Interview Me,Webseries,Film & Video,USD,2012-08-11,5000.0,2012-07-12 00:34:39,10.0,failed,1,US,10.0,10.0,5000.0,4990.0,2012-07-12 00:34:39,2012-08-11 00:00:00
1427,The Paganini Guitar (translation),Art Books,Publishing,EUR,2017-06-28,3000.0,2017-04-30 15:17:10,0.0,failed,0,IT,0.0,0.0,3423.6,3000.0,2017-04-30 15:17:10,2017-06-28 00:00:00
1428,Space Exhaust,Video Games,Games,USD,2016-05-31,7000.0,2016-05-01 21:19:18,67.0,failed,6,US,67.0,67.0,7000.0,6933.0,2016-05-01 21:19:18,2016-05-31 00:00:00
1429,How UAV Drones & Collateral Damage Impact International Law,Flight,Technology,USD,2015-09-04,100.0,2015-08-05 21:19:26,20.0,failed,2,US,20.0,20.0,100.0,80.0,2015-08-05 21:19:26,2015-09-04 00:00:00
1430,SKATE BENCH No.1,Product Design,Design,USD,2011-10-17,15000.0,2011-09-16 15:59:34,17017.1,successful,132,US,17017.1,17017.1,15000.0,-2017.0999999999985,2011-09-16 15:59:34,2011-10-17 00:00:00
1431,Art Is Bonfire 2013: The Seattle Cypher,Public Art,Art,USD,2013-07-07,1000.0,2013-06-17 08:12:23,1075.0,successful,14,US,1075.0,1075.0,1000.0,-75.0,2013-06-17 08:12:23,2013-07-07 00:00:00
1432,Valiant | Steampunk Action Adventure Film | Miniatures VFX,Narrative Film,Film & Video,USD,2012-11-14,13875.0,2012-09-30 21:30:15,16510.42,successful,268,US,16510.42,16510.42,13875.0,-2635.4199999999983,2012-09-30 21:30:15,2012-11-14 00:00:00
1433,B is for Brains: ABCs for the Zombie Apocalypse,Children's Books,Publishing,USD,2015-12-18,6000.0,2015-10-19 13:58:31,6418.0,successful,141,US,6418.0,6418.0,6000.0,-418.0,2015-10-19 13:58:31,2015-12-18 00:00:00
1434,Kanker  Maar niet tijdens Sinterklaas......,Musical,Theater,EUR,2015-08-22,6000.0,2015-06-25 08:09:34,160.0,failed,3,NL,178.86,180.29,6760.79,5821.14,2015-06-25 08:09:34,2015-08-22 00:00:00
1435,Vintage Jewelry-Making Project for Ann's Jewelry Box,Crafts,Crafts,USD,2014-09-03,1000.0,2014-08-20 00:21:16,0.0,failed,0,US,0.0,0.0,1000.0,1000.0,2014-08-20 00:21:16,2014-09-03 00:00:00
1436,Tigris Clothing Co: Color Changing Shirts to Save the Tigers,Apparel,Fashion,USD,2017-04-01,1000.0,2017-03-02 20:43:25,65.0,failed,3,US,30.0,65.0,1000.0,970.0,2017-03-02 20:43:25,2017-04-01 00:00:00
1437,Skull Wars: Star Wars Parody Skulls - 3D Printer Levels Too!,3D Printing,Technology,USD,2016-06-04,20000.0,2016-05-04 06:01:55,20393.0,successful,218,US,20393.0,20393.0,20000.0,-393.0,2016-05-04 06:01:55,2016-06-04 00:00:00
1438,Flutterby Designer Starter Kits - Direct Sales Starter Kits,Jewelry,Fashion,USD,2015-11-04,2500.0,2015-10-05 20:17:33,0.0,failed,0,US,0.0,0.0,2500.0,2500.0,2015-10-05 20:17:33,2015-11-04 00:00:00
1439,Adorable Wonder Woman Chibi Sticker,Digital Art,Art,USD,2017-06-27,400.0,2017-06-03 22:16:14,1307.0,successful,123,US,493.0,1307.0,400.0,-93.0,2017-06-03 22:16:14,2017-06-27 00:00:00
1440,SANDSHARK UNIVERSE SKETCHBOOK AND HISTORY 2002-2017,Comics,Comics,USD,2017-01-28,750.0,2016-12-29 14:14:43,1204.0,successful,39,US,509.0,1204.0,750.0,241.0,2016-12-29 14:14:43,2017-01-28 00:00:00
1441,3 Bagels and a mohel,Restaurants,Food,USD,2014-08-11,5000.0,2014-07-12 03:43:42,50.0,failed,2,US,50.0,50.0,5000.0,4950.0,2014-07-12 03:43:42,2014-08-11 00:00:00
1442,The Lazy Veg,Vegan,Food,USD,2017-03-27,5000.0,2017-01-26 20:17:15,11.0,failed,2,US,0.0,11.0,5000.0,5000.0,2017-01-26 20:17:15,2017-03-27 00:00:00
1443,#BFAproblems: The Musical,Theater,Theater,USD,2012-08-04,1000.0,2012-07-05 15:09:24,2045.0,successful,40,US,2045.0,2045.0,1000.0,-1045.0,2012-07-05 15:09:24,2012-08-04 00:00:00
1444,Curry (Canceled),Food,Food,GBP,2014-08-08,10.0,2014-07-09 21:57:48,0.0,canceled,0,GB,0.0,0.0,16.8,10.0,2014-07-09 21:57:48,2014-08-08 00:00:00
1445,Epigenetics and  African American’s School Performance,Academic,Publishing,USD,2016-02-12,25000.0,2015-12-14 04:34:08,1270.0,failed,17,US,1270.0,1270.0,25000.0,23730.0,2015-12-14 04:34:08,2016-02-12 00:00:00
1446,Judeo by Hillel Tigay: Modern Music from the Past,World Music,Music,USD,2012-11-09,15000.0,2012-10-26 03:28:12,21273.0,successful,290,US,21273.0,21273.0,15000.0,-6273.0,2012-10-26 03:28:12,2012-11-09 00:00:00
1447,Wireless Controller - Developer Kit From $99 Including LEDs!,Hardware,Technology,USD,2012-12-28,50359.0,2012-11-28 15:39:32,18528.0,failed,61,US,18528.0,18528.0,50359.0,31831.0,2012-11-28 15:39:32,2012-12-28 00:00:00
1448,Create thatwasthen's new album with them!,Rock,Music,USD,2012-04-23,2500.0,2012-03-20 00:26:58,4320.0,successful,43,US,4320.0,4320.0,2500.0,-1820.0,2012-03-20 00:26:58,2012-04-23 00:00:00
1449,Piano and Film with Toru Takemitsu,Mixed Media,Art,USD,2016-01-13,500.0,2015-12-14 04:17:55,581.0,successful,19,US,581.0,581.0,500.0,-81.0,2015-12-14 04:17:55,2016-01-13 00:00:00
1450,WeGolden Productions,Film & Video,Film & Video,USD,2017-10-13,10000.0,2017-09-13 06:21:28,11460.0,successful,153,US,1130.0,11460.0,10000.0,8870.0,2017-09-13 06:21:28,2017-10-13 00:00:00
1451,Legions Of War,Tabletop Games,Games,GBP,2017-06-11,7000.0,2017-05-13 15:27:49,59.0,canceled,2,GB,139.19,75.34,8938.38,6860.81,2017-05-13 15:27:49,2017-06-11 00:00:00
1452,Psychotica: Project (3),Indie Rock,Music,USD,2011-04-08,2000.0,2011-02-16 02:56:53,2899.6,successful,47,US,2899.6,2899.6,2000.0,-899.5999999999999,2011-02-16 02:56:53,2011-04-08 00:00:00
1453,Handcrafted mahogany wallets and bowties by Mr.9,Product Design,Design,DKK,2016-11-02,2000.0,2016-10-03 22:20:40,0.0,canceled,0,DK,0.0,0.0,298.15,2000.0,2016-10-03 22:20:40,2016-11-02 00:00:00
1454,"Share My Woodle, Share The World",Web,Technology,EUR,2018-02-06,40000.0,2017-12-23 20:06:33,0.0,live,0,IT,0.0,0.0,48547.81,40000.0,2017-12-23 20:06:33,2018-02-06 00:00:00
1455,Typologie n°1 - La boule de pétanque,Product Design,Design,EUR,2017-06-18,4000.0,2017-05-18 20:29:56,11871.0,successful,317,FR,722.35,13263.54,4469.22,3277.65,2017-05-18 20:29:56,2017-06-18 00:00:00
1456,TOFINO,Documentary,Film & Video,CAD,2015-06-14,2710.0,2015-05-22 16:57:32,120.0,failed,4,CA,98.39,97.79,2208.46,2611.61,2015-05-22 16:57:32,2015-06-14 00:00:00
1457,Belly Full: Caribbean Food in the UK,Art Books,Publishing,GBP,2016-11-15,6500.0,2016-10-12 13:23:56,9155.0,successful,227,GB,1054.29,11286.31,8013.22,5445.71,2016-10-12 13:23:56,2016-11-15 00:00:00
1458,ADVENTURE CAPITAL Pilot,Comedy,Film & Video,USD,2017-05-01,16000.0,2017-04-01 18:25:19,17075.0,successful,226,US,1975.0,17075.0,16000.0,14025.0,2017-04-01 18:25:19,2017-05-01 00:00:00
1459,Angry Farmer - real time strategy cross-platform social game,Games,Games,USD,2013-06-15,12000.0,2013-05-16 16:32:50,200.0,canceled,12,US,200.0,200.0,12000.0,11800.0,2013-05-16 16:32:50,2013-06-15 00:00:00
1460,Make My CD,Indie Rock,Music,USD,2010-11-25,4000.0,2010-10-26 23:05:09,0.0,failed,0,US,0.0,0.0,4000.0,4000.0,2010-10-26 23:05:09,2010-11-25 00:00:00
1461,Camino Art,Painting,Art,USD,2014-05-02,3500.0,2014-04-02 20:53:20,4074.0,successful,30,US,4074.0,4074.0,3500.0,-574.0,2014-04-02 20:53:20,2014-05-02 00:00:00
1462,Adventure Game Writers Handbook,Nonfiction,Publishing,GBP,2015-01-01,500.0,2014-12-02 18:32:49,23.0,failed,4,GB,35.9,35.51,771.99,464.1,2014-12-02 18:32:49,2015-01-01 00:00:00
1463,"Shiver, a Night Moves novel",Fiction,Publishing,USD,2016-09-29,5000.0,2016-07-31 06:33:34,0.0,failed,0,US,0.0,0.0,5000.0,5000.0,2016-07-31 06:33:34,2016-09-29 00:00:00
1464,Tough to Kill,Video Games,Games,USD,2012-06-19,350.0,2012-05-25 22:54:40,720.0,successful,15,US,720.0,720.0,350.0,-370.0,2012-05-25 22:54:40,2012-06-19 00:00:00
1465,Piston Pedal Power,Product Design,Design,USD,2014-11-07,15000.0,2014-10-08 21:01:39,5140.0,failed,28,US,5140.0,5140.0,15000.0,9860.0,2014-10-08 21:01:39,2014-11-07 00:00:00
1466,Design for Humanity Cards: Global Issues,Product Design,Design,GBP,2017-04-05,500.0,2017-03-29 22:21:56,94.0,failed,6,GB,55.29,116.77,621.11,444.71,2017-03-29 22:21:56,2017-04-05 00:00:00
1467,Beethoven 5. The Knights' way.,Classical Music,Music,USD,2012-01-09,10000.0,2011-11-10 18:29:49,10640.17,successful,41,US,10640.17,10640.17,10000.0,-640.1700000000001,2011-11-10 18:29:49,2012-01-09 00:00:00
1468,The Photography of Dean Bullock,Photography,Photography,USD,2012-06-20,8000.0,2012-05-21 16:44:32,10931.1,successful,247,US,10931.1,10931.1,8000.0,-2931.1000000000004,2012-05-21 16:44:32,2012-06-20 00:00:00
1469,Swagga Suits,Fashion,Fashion,USD,2012-08-08,5000.0,2012-07-09 23:39:14,491.0,failed,9,US,491.0,491.0,5000.0,4509.0,2012-07-09 23:39:14,2012-08-08 00:00:00
1470,New modern  clothing style.,Fashion,Fashion,USD,2016-01-17,5000.0,2016-01-02 03:47:01,0.0,failed,0,US,0.0,0.0,5000.0,5000.0,2016-01-02 03:47:01,2016-01-17 00:00:00
1471,Keith the Magnificent,Video Games,Games,GBP,2014-06-06,2500.0,2014-05-07 19:45:32,4032.88,successful,79,GB,6805.78,6785.48,4206.35,-4305.78,2014-05-07 19:45:32,2014-06-06 00:00:00
1472,Penguins Vs. Possums Trade Paperback,Comics,Comics,USD,2014-03-21,2700.0,2014-02-19 17:26:10,4465.0,successful,95,US,4465.0,4465.0,2700.0,-1765.0,2014-02-19 17:26:10,2014-03-21 00:00:00
1473,Leo Deck of Playing Cards,Playing Cards,Games,USD,2018-01-15,1000.0,2017-12-25 06:32:25,1131.0,live,45,US,163.0,1131.0,1000.0,837.0,2017-12-25 06:32:25,2018-01-15 00:00:00
1474,KSMU Radio,Journalism,Journalism,USD,2014-10-26,2000.0,2014-09-19 21:47:43,75.0,failed,3,US,75.0,75.0,2000.0,1925.0,2014-09-19 21:47:43,2014-10-26 00:00:00
1475,Raspberry Pi Computer Cluster,Makerspaces,Technology,USD,2015-07-01,1200.0,2015-06-01 22:48:33,136.0,failed,6,US,136.0,136.0,1200.0,1064.0,2015-06-01 22:48:33,2015-07-01 00:00:00
1476,OXYMORON Hardcover Graphic Novel,Comics,Comics,USD,2012-08-11,8500.0,2012-07-09 03:20:23,26000.13,successful,450,US,26000.13,26000.13,8500.0,-17500.13,2012-07-09 03:20:23,2012-08-11 00:00:00
1477,Girl Sex 101- Sex ed with a story. Comics with a lez edge.,Nonfiction,Publishing,USD,2013-10-19,13500.0,2013-09-04 18:02:07,25086.01,successful,696,US,25086.01,25086.01,13500.0,-11586.009999999998,2013-09-04 18:02:07,2013-10-19 00:00:00
1478,Bring Murderwear back from the dead,Apparel,Fashion,USD,2014-09-14,350.0,2014-08-15 04:31:57,512.0,successful,14,US,512.0,512.0,350.0,-162.0,2014-08-15 04:31:57,2014-09-14 00:00:00
1479,Suddenly: My story of the first 90 days with cancer,Nonfiction,Publishing,USD,2013-11-17,8000.0,2013-11-02 14:18:38,100.0,failed,3,US,100.0,100.0,8000.0,7900.0,2013-11-02 14:18:38,2013-11-17 00:00:00
